transacao_id,valor,hora,merchant_category,device_type,hist_compras_30d,tempo_conta_dias,fraude
1962,44.5,3,servicos,atm,58,1842,0
1963,66.82,22,vestuario,mobile,5,252,0
1964,69.43,2,alimentacao,desktop,9,1597,0
1965,40.13,8,transporte,atm,20,2690,0
1966,153.49,21,saude,mobile,48,2515,0
1967,117.01,22,servicos,desktop,67,1895,0
1968,81.66,9,alimentacao,desktop,41,918,0
1969,56.06,11,vestuario,mobile,35,1546,0
1970,216.2,12,alimentacao,mobile,46,306,0
1971,69.45,19,alimentacao,tablet,0,2218,0
1972,64.24,18,servicos,mobile,52,392,0
1973,101.0,12,servicos,mobile,64,155,1
1974,581.87,8,alimentacao,mobile,33,1892,0
1975,20.61,8,servicos,desktop,51,1718,0
1976,209.94,15,servicos,mobile,23,1637,0
1977,11.22,20,servicos,mobile,74,1427,0
1978,114.32,1,servicos,mobile,14,1777,0
1979,509.07,18,eletronicos,mobile,11,1322,0
1980,154.09,11,saude,desktop,75,412,0
1981,108.6,3,alimentacao,tablet,40,1710,0
1982,48.59,2,eletronicos,mobile,32,128,0
1983,93.14,8,transporte,desktop,65,192,0
1984,68.22,5,servicos,desktop,22,1699,0
1985,37.92,2,alimentacao,desktop,23,2111,0
1986,65.44,7,transporte,desktop,4,244,0
1987,111.97,20,servicos,mobile,41,1129,0
1988,38.71,17,transporte,desktop,60,2788,0
1989,37.08,5,alimentacao,desktop,78,2343,0
1990,20.16,16,alimentacao,desktop,42,2410,0
1991,138.35,10,servicos,mobile,5,1969,0
1992,164.0,17,alimentacao,mobile,15,540,0
1993,116.14,5,transporte,mobile,22,1163,0
1994,260.26,1,eletronicos,mobile,71,1793,0
1995,99.15,7,saude,mobile,46,2000,0
1996,138.55,23,servicos,mobile,74,396,0
1997,125.74,13,alimentacao,mobile,67,2912,0
1998,81.39,1,servicos,mobile,70,2808,0
1999,50.2,23,servicos,atm,22,110,1
2000,1028.2,19,servicos,mobile,44,1768,0
2001,54.75,13,eletronicos,mobile,4,430,0
2002,43.27,17,alimentacao,desktop,29,953,0
2003,145.1,4,servicos,mobile,25,2659,0
2004,118.75,14,eletronicos,mobile,12,2041,0
2005,19.2,21,transporte,mobile,4,1057,0
2006,309.5,10,alimentacao,mobile,30,8,0
2007,81.16,0,alimentacao,desktop,5,2509,0
2008,26.52,18,vestuario,mobile,48,864,0
2009,332.84,17,alimentacao,mobile,22,1817,0
2010,179.15,17,vestuario,mobile,18,703,0
2011,22.4,15,servicos,mobile,8,2369,0
2012,635.81,3,transporte,desktop,37,1039,0
2013,185.8,2,alimentacao,mobile,13,2219,0
2014,89.01,19,alimentacao,mobile,45,256,0
2015,517.62,20,transporte,mobile,78,1846,0
2016,107.26,1,servicos,desktop,58,2904,0
2017,87.28,13,vestuario,mobile,9,1420,0
2018,43.54,12,servicos,tablet,7,1404,0
2019,170.72,8,saude,mobile,70,2059,0
2020,152.06,15,alimentacao,atm,69,2569,0
2021,91.48,21,vestuario,mobile,29,2433,0
2022,37.75,19,eletronicos,desktop,36,179,0
2023,103.85,3,eletronicos,mobile,30,888,0
2024,83.36,11,transporte,mobile,46,2534,0
2025,20.76,22,transporte,desktop,16,2923,0
2026,17.83,5,vestuario,atm,75,1959,0
2027,167.61,20,vestuario,desktop,32,14,0
2028,5.14,11,transporte,mobile,13,2036,0
2029,112.84,12,alimentacao,mobile,24,2840,0
2030,53.2,6,vestuario,mobile,70,2419,0
2031,379.58,22,servicos,desktop,23,2171,0
2032,52.31,12,vestuario,mobile,64,1578,0
2033,185.94,13,alimentacao,mobile,61,2706,0
2034,58.17,11,alimentacao,mobile,79,1902,0
2035,102.02,2,servicos,atm,12,1534,0
2036,202.46,18,servicos,mobile,31,2699,0
2037,54.12,7,alimentacao,mobile,67,11,0
2038,269.4,5,eletronicos,mobile,10,376,0
2039,30.17,18,transporte,mobile,2,2524,0
2040,124.47,4,vestuario,mobile,1,167,0
2041,248.37,16,alimentacao,desktop,6,2693,0
2042,186.05,11,vestuario,mobile,63,2948,0
2043,741.07,19,saude,mobile,27,783,0
2044,38.87,1,transporte,mobile,10,2644,0
2045,19.75,18,transporte,mobile,56,1640,0
2046,30.15,5,alimentacao,desktop,24,1542,0
2047,186.14,20,alimentacao,mobile,11,2768,0
2048,155.67,8,saude,desktop,78,2342,0
2049,100.73,0,saude,mobile,46,2667,0
2050,26.17,11,alimentacao,mobile,35,2645,0
2051,209.26,1,saude,mobile,73,2179,0
2052,23.4,6,alimentacao,mobile,18,1401,0
2053,322.09,17,vestuario,mobile,47,556,0
2054,2086.37,13,vestuario,mobile,60,294,0
2055,134.71,17,transporte,tablet,0,758,0
2056,170.96,21,eletronicos,mobile,21,1442,0
2057,52.34,11,vestuario,mobile,7,412,0
2058,12.29,13,alimentacao,mobile,42,1054,0
2059,46.39,1,saude,mobile,54,2383,1
2060,27.05,6,alimentacao,mobile,12,70,0
2061,18.33,17,alimentacao,desktop,11,925,0
2062,598.6,1,saude,desktop,36,2877,0
2063,121.53,8,transporte,desktop,31,973,0
2064,136.68,3,transporte,mobile,8,2147,0
2065,64.08,20,alimentacao,mobile,54,1828,0
2066,74.43,13,alimentacao,desktop,61,2357,0
2067,260.08,15,alimentacao,mobile,34,2188,0
2068,86.87,16,transporte,desktop,29,1790,0
2069,161.38,5,eletronicos,desktop,12,2913,0
2070,72.56,1,eletronicos,mobile,25,808,0
2071,61.78,9,servicos,mobile,40,840,0
2072,19.15,4,saude,desktop,79,1754,0
2073,10.22,7,transporte,mobile,14,2144,0
2074,67.51,7,saude,mobile,66,2041,0
2075,95.79,18,servicos,mobile,40,2869,0
2076,21.87,7,saude,mobile,44,1792,0
2077,86.67,3,servicos,desktop,24,2285,0
2078,95.5,23,alimentacao,mobile,75,382,0
2079,8.4,1,alimentacao,tablet,5,115,0
2080,32.9,4,saude,atm,16,2440,0
2081,140.89,8,eletronicos,atm,25,1342,0
2082,137.79,1,servicos,mobile,45,893,0
2083,25.3,21,servicos,mobile,33,2251,0
2084,107.16,8,alimentacao,tablet,74,1190,0
2085,277.17,18,transporte,desktop,14,90,0
2086,211.62,3,saude,mobile,45,1652,0
2087,81.06,12,alimentacao,tablet,38,377,0
2088,53.8,3,servicos,desktop,24,2932,0
2089,45.05,5,saude,desktop,1,985,0
2090,150.6,9,alimentacao,atm,64,938,0
2091,111.57,20,alimentacao,atm,16,2530,0
2092,179.89,7,eletronicos,mobile,11,126,0
2093,104.07,18,servicos,mobile,45,2032,0
2094,221.55,2,eletronicos,desktop,12,2917,0
2095,99.89,6,alimentacao,desktop,51,90,0
2096,213.4,14,alimentacao,desktop,58,2872,0
2097,234.61,11,transporte,mobile,18,1851,0
2098,37.15,12,transporte,desktop,5,595,0
2099,12.32,16,alimentacao,mobile,7,2559,0
2100,491.69,1,servicos,atm,4,2487,0
2101,119.38,16,alimentacao,tablet,38,2946,0
2102,13.65,20,servicos,mobile,30,2758,0
2103,41.05,18,saude,desktop,62,1833,0
2104,210.41,6,vestuario,desktop,31,39,0
2105,66.18,8,vestuario,mobile,52,2241,0
2106,51.25,23,alimentacao,mobile,37,2264,0
2107,420.3,18,vestuario,desktop,34,2319,0
2108,28.45,22,transporte,desktop,59,540,0
2109,37.41,21,alimentacao,mobile,40,2202,0
2110,113.58,10,vestuario,atm,45,2481,0
2111,138.31,3,alimentacao,atm,36,225,0
2112,155.4,5,alimentacao,tablet,57,63,0
2113,245.27,7,vestuario,atm,24,251,0
2114,111.99,20,eletronicos,mobile,3,2074,0
2115,154.21,6,alimentacao,atm,33,903,0
2116,67.69,8,alimentacao,atm,25,2450,0
2117,96.44,20,alimentacao,desktop,71,2872,0
2118,101.32,3,eletronicos,mobile,77,107,0
2119,114.05,15,eletronicos,mobile,17,2215,0
2120,210.56,13,alimentacao,mobile,34,2271,0
2121,165.78,23,vestuario,desktop,34,226,0
2122,94.5,11,saude,mobile,17,357,0
2123,36.96,12,vestuario,desktop,0,2417,0
2124,96.97,20,eletronicos,desktop,79,238,0
2125,87.29,23,vestuario,mobile,52,598,0
2126,111.33,17,servicos,mobile,32,2762,0
2127,1019.61,16,saude,desktop,14,2181,0
2128,50.59,21,alimentacao,mobile,38,2769,0
2129,143.24,23,alimentacao,atm,21,822,0
2130,291.58,17,alimentacao,tablet,17,2223,0
2131,100.26,7,servicos,mobile,76,1828,0
2132,1178.07,15,alimentacao,desktop,52,2670,0
2133,59.39,5,saude,tablet,24,677,0
2134,128.57,12,alimentacao,tablet,16,51,0
2135,37.39,10,vestuario,desktop,61,1198,0
2136,61.15,23,alimentacao,atm,48,1535,0
2137,118.37,13,eletronicos,mobile,68,1722,0
2138,228.36,23,transporte,mobile,60,2615,0
2139,127.87,19,servicos,desktop,32,2058,0
2140,359.61,20,eletronicos,desktop,52,2678,0
2141,81.09,4,transporte,atm,30,2189,1
2142,62.47,18,servicos,mobile,7,1101,0
2143,1762.32,6,saude,mobile,2,2449,0
2144,138.89,13,servicos,desktop,6,974,0
2145,40.8,11,servicos,tablet,73,2438,0
2146,41.94,6,eletronicos,desktop,67,2100,0
2147,31.91,23,saude,mobile,31,664,0
2148,252.2,21,eletronicos,tablet,72,181,0
2149,60.29,13,saude,desktop,58,2658,0
2150,103.55,0,servicos,tablet,10,2341,0
2151,83.94,4,alimentacao,tablet,18,152,0
2152,201.27,5,alimentacao,mobile,30,749,0
2153,35.47,23,servicos,atm,64,1447,0
2154,27.57,9,vestuario,mobile,52,1565,0
2155,115.21,1,vestuario,atm,31,1132,0
2156,174.35,14,saude,mobile,66,578,0
2157,129.77,22,eletronicos,desktop,26,2002,0
2158,36.95,13,transporte,mobile,72,2203,0
2159,189.66,10,vestuario,mobile,57,1920,0
2160,39.72,4,alimentacao,atm,55,2869,0
2161,50.72,21,vestuario,mobile,7,1181,0
2162,31.87,2,saude,mobile,11,1622,0
2163,376.63,22,alimentacao,tablet,78,952,0
2164,180.69,5,servicos,mobile,61,2852,0
2165,175.12,3,servicos,desktop,20,1256,0
2166,354.93,8,alimentacao,atm,68,1206,0
2167,1986.07,0,servicos,mobile,24,2230,0
2168,13.73,0,servicos,mobile,28,859,0
2169,39.96,4,eletronicos,desktop,24,1093,0
2170,45.7,16,alimentacao,desktop,39,2515,0
2171,35.31,19,alimentacao,mobile,60,65,0
2172,27.51,5,vestuario,mobile,13,114,0
2173,64.74,15,alimentacao,mobile,77,2599,0
2174,23.61,8,transporte,mobile,24,844,0
2175,130.13,10,saude,mobile,77,2342,0
2176,95.28,8,servicos,atm,69,2071,0
2177,152.8,21,servicos,mobile,43,600,0
2178,157.35,12,saude,mobile,7,567,0
2179,174.74,12,alimentacao,atm,45,2950,0
2180,59.7,20,alimentacao,mobile,60,2671,0
2181,928.21,15,vestuario,atm,78,772,1
2182,116.5,3,transporte,tablet,7,1447,0
2183,11.6,4,alimentacao,mobile,59,2586,0
2184,29.89,8,servicos,mobile,23,738,0
2185,13.27,2,alimentacao,mobile,59,1984,0
2186,91.75,16,eletronicos,mobile,46,1114,0
2187,78.73,11,vestuario,mobile,69,2646,0
2188,53.77,1,vestuario,mobile,0,851,0
2189,822.23,9,transporte,mobile,40,1300,0
2190,164.66,19,alimentacao,tablet,54,2103,0
2191,200.08,21,servicos,mobile,30,2015,0
2192,32.32,23,saude,mobile,25,330,0
2193,29.99,22,eletronicos,mobile,26,262,0
2194,93.74,14,alimentacao,mobile,59,2561,1
2195,108.89,22,vestuario,desktop,16,2285,0
2196,11.68,22,transporte,desktop,78,447,0
2197,73.82,15,alimentacao,mobile,16,1945,0
2198,91.42,9,alimentacao,desktop,33,848,0
2199,71.05,23,alimentacao,mobile,79,1220,0
2200,36.79,9,transporte,tablet,2,1880,0
2201,49.73,3,alimentacao,mobile,26,1915,0
2202,74.1,2,servicos,desktop,67,1063,0
2203,99.47,13,eletronicos,mobile,25,2492,0
2204,175.08,0,transporte,mobile,21,1530,1
2205,295.58,2,alimentacao,mobile,0,2440,0
2206,65.12,5,servicos,mobile,11,1707,0
2207,54.5,12,alimentacao,desktop,15,1070,0
2208,145.68,11,alimentacao,desktop,70,777,0
2209,176.25,12,vestuario,mobile,43,40,0
2210,55.83,12,servicos,atm,18,1604,0
2211,214.74,23,servicos,mobile,64,1669,0
2212,264.42,5,transporte,tablet,48,2818,0
2213,372.73,11,transporte,mobile,25,780,0
2214,636.61,14,alimentacao,mobile,20,8,0
2215,34.71,6,vestuario,mobile,17,2683,0
2216,91.4,4,transporte,desktop,56,1789,0
2217,91.14,1,transporte,desktop,57,149,0
2218,80.81,7,alimentacao,desktop,51,961,0
2219,44.07,6,saude,mobile,35,2910,0
2220,17.56,4,alimentacao,mobile,40,2586,0
2221,99.68,6,alimentacao,desktop,71,1660,0
2222,38.66,16,saude,tablet,44,290,1
2223,98.95,19,servicos,mobile,49,1951,0
2224,37.58,12,vestuario,tablet,18,182,0
2225,26.85,1,vestuario,desktop,36,1175,0
2226,116.48,17,alimentacao,mobile,1,1215,0
2227,106.27,3,servicos,desktop,36,2330,0
2228,170.24,1,alimentacao,mobile,64,2021,0
2229,996.7,13,saude,mobile,53,1436,1
2230,122.12,10,alimentacao,desktop,71,20,0
2231,153.48,7,vestuario,atm,27,55,0
2232,27.51,23,eletronicos,mobile,62,2433,0
2233,21.85,2,alimentacao,mobile,58,1954,0
2234,513.43,1,transporte,mobile,56,1010,0
2235,32.6,14,servicos,mobile,63,2251,0
2236,28.55,10,alimentacao,desktop,37,2760,0
2237,86.23,19,saude,mobile,27,40,0
2238,81.52,0,alimentacao,mobile,46,2717,0
2239,33.36,10,vestuario,desktop,30,744,0
2240,64.36,3,vestuario,mobile,55,2291,0
2241,348.04,0,eletronicos,mobile,69,1770,0
2242,37.09,11,vestuario,desktop,2,2211,0
2243,19.43,17,servicos,mobile,49,353,0
2244,253.88,3,vestuario,mobile,33,1802,0
2245,154.71,20,vestuario,mobile,8,2899,0
2246,45.49,12,vestuario,mobile,17,2383,0
2247,15.79,11,transporte,atm,66,2395,0
2248,39.68,22,alimentacao,desktop,29,535,0
2249,84.76,7,alimentacao,mobile,6,827,0
2250,324.48,4,vestuario,mobile,59,2451,0
2251,28.78,18,saude,mobile,18,1210,0
2252,82.03,2,alimentacao,tablet,29,1696,0
2253,189.17,20,eletronicos,desktop,15,502,0
2254,6.56,19,alimentacao,desktop,59,2346,0
2255,280.67,23,vestuario,mobile,73,1337,0
2256,24.52,11,servicos,atm,77,1481,0
2257,129.7,14,servicos,tablet,5,2856,0
2258,118.08,21,servicos,mobile,73,1893,0
2259,296.8,3,servicos,mobile,50,1322,0
2260,165.01,7,alimentacao,mobile,66,1025,0
2261,6.59,11,eletronicos,desktop,6,1804,0
2262,37.97,15,alimentacao,mobile,68,1273,0
2263,104.8,16,saude,mobile,26,678,0
2264,72.64,22,servicos,desktop,31,1094,0
2265,152.23,11,alimentacao,desktop,71,861,0
2266,214.5,4,alimentacao,mobile,58,2222,0
2267,175.79,4,eletronicos,mobile,40,1508,0
2268,71.11,19,saude,mobile,53,602,0
2269,11.81,11,alimentacao,mobile,28,450,0
2270,54.54,15,vestuario,tablet,78,2791,0
2271,142.31,13,transporte,desktop,5,2666,0
2272,27.13,19,vestuario,atm,45,2488,0
2273,180.26,5,vestuario,desktop,3,2205,0
2274,244.5,4,alimentacao,desktop,34,2585,0
2275,103.5,17,servicos,mobile,40,1941,0
2276,3.1,10,alimentacao,mobile,66,2742,0
2277,22.07,19,servicos,atm,75,2755,0
2278,716.81,3,alimentacao,desktop,59,1308,0
2279,49.34,6,vestuario,atm,77,746,0
2280,10.15,23,transporte,desktop,9,2675,0
2281,350.29,20,vestuario,mobile,42,2480,0
2282,91.35,1,alimentacao,mobile,47,1332,0
2283,303.52,19,vestuario,mobile,6,2726,0
2284,122.08,1,alimentacao,desktop,47,305,0
2285,149.07,2,transporte,atm,3,2464,0
2286,134.2,21,servicos,tablet,50,149,0
2287,193.88,3,eletronicos,mobile,17,308,0
2288,1102.32,7,eletronicos,mobile,75,191,0
2289,261.94,3,vestuario,mobile,26,240,0
2290,15.83,14,transporte,mobile,48,564,0
2291,147.13,1,servicos,atm,48,1086,0
2292,315.96,6,transporte,desktop,69,1080,0
2293,337.97,7,saude,mobile,26,1263,0
2294,56.3,15,servicos,tablet,28,2937,0
2295,324.23,11,transporte,mobile,54,1533,0
2296,249.76,4,transporte,atm,4,724,0
2297,1525.03,11,vestuario,desktop,44,413,0
2298,39.45,11,servicos,mobile,30,2739,0
2299,51.51,8,alimentacao,desktop,78,828,0
2300,64.28,12,alimentacao,mobile,42,2431,0
2301,52.5,7,alimentacao,desktop,61,2369,0
2302,33.82,8,servicos,mobile,66,2583,0
2303,4.31,18,servicos,mobile,11,440,0
2304,55.8,6,alimentacao,desktop,50,2354,0
2305,135.14,7,eletronicos,mobile,54,2346,0
2306,52.32,3,servicos,mobile,35,2919,0
2307,756.66,16,saude,tablet,15,2125,0
2308,91.35,16,alimentacao,mobile,36,360,0
2309,372.46,16,transporte,desktop,4,1374,0
2310,120.01,4,transporte,desktop,79,1437,0
2311,223.42,10,vestuario,mobile,7,1421,0
2312,122.38,7,alimentacao,atm,11,1029,0
2313,405.72,18,alimentacao,mobile,10,2404,0
2314,95.73,8,servicos,mobile,16,853,0
2315,155.36,9,eletronicos,mobile,14,1334,0
2316,134.69,10,alimentacao,desktop,50,1341,0
2317,65.55,18,transporte,mobile,8,1930,0
2318,140.54,16,alimentacao,mobile,56,1443,0
2319,1051.34,19,transporte,mobile,32,2912,0
2320,66.86,10,transporte,desktop,31,2957,0
2321,142.8,19,alimentacao,mobile,40,1393,0
2322,359.08,20,alimentacao,mobile,2,794,0
2323,315.54,12,servicos,mobile,40,2283,0
2324,91.18,16,servicos,mobile,41,2735,0
2325,6.54,21,alimentacao,desktop,59,2661,0
2326,158.92,20,vestuario,mobile,11,501,0
2327,7.83,6,alimentacao,mobile,4,160,0
2328,453.47,17,servicos,mobile,4,1995,0
2329,108.46,10,servicos,desktop,76,902,0
2330,270.33,3,vestuario,desktop,27,916,0
2331,33.37,8,vestuario,mobile,18,90,0
2332,16.32,23,transporte,desktop,10,2881,0
2333,119.92,22,alimentacao,desktop,20,5,0
2334,86.75,18,eletronicos,mobile,35,1904,0
2335,52.42,23,alimentacao,mobile,77,2775,0
2336,98.8,13,vestuario,mobile,60,193,0
2337,1889.71,18,eletronicos,tablet,68,1848,0
2338,225.42,3,alimentacao,mobile,3,2770,0
2339,285.56,7,vestuario,mobile,45,1232,0
2340,227.77,4,servicos,mobile,39,882,0
2341,458.25,22,vestuario,mobile,15,2113,0
2342,73.03,14,eletronicos,tablet,39,2782,0
2343,9.39,22,servicos,mobile,46,1676,0
2344,73.15,9,alimentacao,mobile,0,41,0
2345,219.84,9,vestuario,desktop,78,2054,0
2346,30.98,16,transporte,desktop,59,656,1
2347,74.14,13,alimentacao,atm,74,2967,0
2348,42.06,8,saude,desktop,7,835,0
2349,469.76,7,transporte,mobile,4,1909,0
2350,205.29,12,transporte,mobile,74,2064,0
2351,184.32,1,alimentacao,atm,74,1336,0
2352,178.35,4,saude,desktop,51,2394,0
2353,86.4,1,servicos,mobile,16,2689,0
2354,111.87,3,alimentacao,mobile,23,1890,0
2355,24.44,4,vestuario,desktop,63,2263,0
2356,8.12,1,alimentacao,mobile,74,187,0
2357,106.18,1,servicos,desktop,53,725,0
2358,128.56,19,eletronicos,desktop,32,1301,0
2359,340.42,4,alimentacao,mobile,65,391,0
2360,506.98,13,vestuario,atm,20,1482,0
2361,506.23,2,saude,atm,10,220,0
2362,30.03,22,transporte,mobile,30,1076,0
2363,61.1,5,alimentacao,mobile,37,185,0
2364,152.68,17,saude,tablet,48,1259,0
2365,1458.4,15,alimentacao,mobile,55,1218,0
2366,458.57,18,eletronicos,atm,57,1448,0
2367,308.38,15,eletronicos,mobile,16,2970,0
2368,58.76,12,alimentacao,desktop,52,1662,0
2369,34.07,18,alimentacao,desktop,3,443,0
2370,214.39,19,alimentacao,mobile,73,1893,0
2371,26.82,9,alimentacao,desktop,35,2937,0
2372,69.25,22,eletronicos,mobile,76,631,0
2373,79.34,23,servicos,mobile,69,241,0
2374,519.16,17,alimentacao,mobile,15,2705,0
2375,60.94,22,servicos,mobile,8,517,0
2376,6.15,2,transporte,mobile,73,2483,1
2377,156.79,12,alimentacao,mobile,39,1284,0
2378,41.72,15,eletronicos,mobile,8,2360,0
2379,94.34,22,alimentacao,mobile,48,2138,0
2380,81.83,2,vestuario,mobile,76,2417,0
2381,66.61,19,transporte,tablet,48,2282,0
2382,214.73,1,vestuario,mobile,20,1576,0
2383,16.67,8,saude,desktop,26,733,0
2384,50.97,16,alimentacao,mobile,21,2859,0
2385,191.03,6,saude,mobile,43,566,0
2386,45.81,20,alimentacao,mobile,33,1098,0
2387,15.34,22,alimentacao,mobile,27,844,0
2388,187.81,3,alimentacao,mobile,14,1260,0
2389,309.64,6,servicos,desktop,2,748,0
2390,85.67,1,vestuario,mobile,66,2449,0
2391,10.41,17,saude,mobile,64,1312,0
2392,195.7,21,servicos,tablet,9,2607,0
2393,14.5,14,transporte,mobile,18,93,0
2394,126.43,3,servicos,desktop,35,1347,0
2395,33.91,4,saude,desktop,47,1754,0
2396,25.13,0,servicos,mobile,72,2544,0
2397,55.36,11,vestuario,mobile,55,2192,0
2398,73.58,17,servicos,mobile,50,1900,0
2399,44.32,3,alimentacao,desktop,59,2535,0
2400,172.01,20,saude,atm,48,1164,0
2401,55.11,6,saude,mobile,74,2869,0
2402,264.6,12,vestuario,atm,79,2716,0
2403,122.64,16,alimentacao,mobile,36,2725,0
2404,41.79,12,alimentacao,mobile,1,1510,0
2405,34.73,11,saude,mobile,79,280,0
2406,14.7,8,servicos,atm,25,2547,0
2407,123.94,10,servicos,mobile,21,1249,0
2408,60.94,5,saude,desktop,10,2437,0
2409,6.62,7,eletronicos,mobile,60,166,0
2410,49.93,18,servicos,tablet,14,290,0
2411,33.41,21,alimentacao,tablet,77,1047,0
2412,509.41,20,alimentacao,desktop,17,2613,0
2413,13.83,7,eletronicos,desktop,5,93,0
2414,18.44,7,transporte,mobile,50,488,0
2415,305.2,1,transporte,atm,16,1486,0
2416,400.39,6,servicos,desktop,21,2441,0
2417,39.67,14,alimentacao,mobile,8,466,0
2418,44.91,6,servicos,tablet,53,2266,0
2419,177.3,17,alimentacao,desktop,17,1468,0
2420,6.96,1,servicos,desktop,59,2211,0
2421,11.62,9,alimentacao,desktop,20,2153,0
2422,66.1,6,servicos,mobile,32,2762,0
2423,495.16,11,vestuario,mobile,39,175,0
2424,55.74,0,transporte,mobile,42,1802,0
2425,100.59,10,alimentacao,tablet,66,1368,0
2426,313.3,18,alimentacao,desktop,10,1016,0
2427,913.76,20,transporte,tablet,18,2222,0
2428,47.73,6,alimentacao,mobile,60,1779,0
2429,88.37,10,alimentacao,atm,68,1333,0
2430,667.98,16,servicos,mobile,33,2088,0
2431,16.87,11,alimentacao,mobile,0,1723,0
2432,278.76,13,alimentacao,atm,66,1094,0
2433,29.37,8,transporte,desktop,48,1007,0
2434,100.76,20,eletronicos,atm,42,763,0
2435,68.93,15,eletronicos,desktop,31,891,0
2436,31.38,23,vestuario,mobile,55,1469,0
2437,30.53,18,vestuario,mobile,23,543,0
2438,122.0,8,eletronicos,tablet,28,2695,0
2439,269.1,7,transporte,mobile,61,1745,0
2440,78.05,2,alimentacao,desktop,29,1891,0
2441,97.23,14,servicos,mobile,75,1722,0
2442,168.73,17,transporte,mobile,34,2691,0
2443,30.91,8,servicos,tablet,44,2457,0
2444,203.09,0,vestuario,atm,50,1425,1
2445,221.69,19,vestuario,mobile,55,1033,0
2446,1578.12,5,eletronicos,mobile,40,2841,0
2447,59.52,13,saude,mobile,29,1800,0
2448,54.39,1,transporte,mobile,64,2374,0
2449,209.74,1,transporte,tablet,57,419,0
2450,221.63,21,servicos,mobile,4,1064,0
2451,49.97,16,vestuario,mobile,50,795,0
2452,57.77,0,transporte,desktop,72,1345,0
2453,163.24,2,alimentacao,desktop,44,1510,0
2454,36.22,11,alimentacao,mobile,74,2993,0
2455,57.31,16,servicos,atm,31,316,0
2456,99.34,10,alimentacao,mobile,19,2861,0
2457,269.22,20,alimentacao,mobile,39,2436,0
2458,46.29,15,alimentacao,tablet,8,1231,0
2459,11.86,14,saude,mobile,5,844,0
2460,10.93,6,vestuario,atm,45,2500,0
2461,22.53,16,eletronicos,desktop,2,410,0
2462,21.23,20,saude,atm,5,2729,0
2463,75.94,1,transporte,mobile,36,2829,0
2464,24.34,17,servicos,mobile,18,755,0
2465,41.55,21,servicos,tablet,14,1682,0
2466,38.42,10,eletronicos,tablet,40,1553,0
2467,55.45,18,servicos,tablet,26,2300,0
2468,385.58,8,saude,mobile,49,2271,0
2469,186.45,4,alimentacao,desktop,34,2984,0
2470,91.63,19,alimentacao,mobile,15,231,0
2471,54.21,7,servicos,mobile,56,2453,0
2472,55.89,18,transporte,mobile,74,2417,0
2473,129.09,7,eletronicos,desktop,58,2224,0
2474,171.16,9,alimentacao,mobile,14,633,0
2475,33.17,16,servicos,mobile,44,2228,0
2476,93.7,8,servicos,tablet,12,1437,0
2477,9.63,19,saude,atm,2,838,0
2478,113.62,0,eletronicos,mobile,12,1126,0
2479,208.17,0,saude,tablet,64,1243,0
2480,66.15,1,eletronicos,tablet,74,2220,0
2481,663.93,6,vestuario,mobile,47,603,0
2482,34.15,1,vestuario,desktop,70,700,0
2483,114.34,9,eletronicos,atm,32,1112,0
2484,86.54,0,vestuario,desktop,2,1399,0
2485,80.61,18,alimentacao,mobile,72,2838,0
2486,79.38,3,transporte,desktop,58,797,0
2487,101.27,23,servicos,desktop,52,2718,0
2488,228.78,20,alimentacao,desktop,5,165,0
2489,409.73,16,servicos,mobile,77,1532,0
2490,89.79,19,transporte,mobile,6,2530,0
2491,220.71,18,alimentacao,tablet,1,933,0
2492,41.6,20,vestuario,mobile,6,674,0
2493,209.05,13,alimentacao,atm,75,1816,0
2494,38.93,14,saude,mobile,66,698,0
2495,298.79,11,saude,tablet,9,47,0
2496,1024.24,14,eletronicos,mobile,34,141,0
2497,78.71,9,transporte,tablet,42,1437,0
2498,8.07,2,alimentacao,tablet,44,1508,0
2499,49.26,22,servicos,mobile,16,79,0
2500,349.0,16,alimentacao,mobile,2,807,0
2501,165.4,16,saude,atm,2,2270,0
2502,118.37,6,saude,desktop,72,1696,0
2503,273.02,18,alimentacao,desktop,49,1835,0
2504,153.38,12,vestuario,mobile,78,2170,0
2505,343.61,1,eletronicos,atm,68,2711,0
2506,247.49,22,eletronicos,desktop,18,138,0
2507,480.04,23,alimentacao,mobile,7,1448,0
2508,133.58,20,servicos,mobile,52,602,0
2509,243.66,11,alimentacao,mobile,17,2002,0
2510,64.21,5,servicos,tablet,54,1173,0
2511,46.45,0,eletronicos,tablet,77,462,0
2512,588.42,17,vestuario,mobile,77,2639,0
2513,114.19,21,saude,mobile,20,1548,0
2514,218.19,2,servicos,mobile,38,330,0
2515,103.14,16,eletronicos,mobile,56,676,0
2516,47.22,0,transporte,atm,19,2231,0
2517,91.11,18,eletronicos,desktop,45,1411,0
2518,436.85,0,transporte,mobile,28,2860,0
2519,165.8,23,saude,mobile,45,151,1
2520,13.7,4,alimentacao,mobile,51,233,0
2521,71.04,9,transporte,desktop,70,2069,0
2522,639.4,16,servicos,mobile,37,999,0
2523,71.15,20,transporte,mobile,22,2622,0
2524,12.42,8,servicos,atm,6,2308,0
2525,722.24,23,alimentacao,desktop,55,69,0
2526,190.69,0,alimentacao,tablet,64,2805,0
2527,83.34,11,vestuario,mobile,32,2860,0
2528,59.83,23,eletronicos,mobile,69,740,0
2529,296.07,6,saude,tablet,37,1838,0
2530,49.59,12,transporte,tablet,38,1925,0
2531,318.33,10,alimentacao,desktop,3,113,0
